3698184468,withdraw,13,customer_id,"{\"action\": {\"txn_amt\": 1249.8416061380417, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"DBPFVLMAYWYWOTJAPYWC\"}, \"channel\": {\"address_zipcode\": 257557, \"machine_bank_code\": \"Cathay\"}}",OTZEAGJJCTWWAQFQXIPI,ATM,UCOLOMQMNELAGZAXTPZN,saving_acct,atm
3698184468,withdraw,38,customer_id,"{\"action\": {\"txn_amt\": 1249.8416061380417, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"DBPFVLMAYWYWOTJAPYWC\"}, \"channel\": {\"address_zipcode\": 257557, \"machine_bank_code\": \"Cathay\"}}",OTZEAGJJCTWWAQFQXIPI,ATM,UCOLOMQMNELAGZAXTPZN,saving_acct,atm
3698187031,withdraw,9,customer_id,"{\"action\": {\"txn_amt\": 1253.6215639305674, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"A_bank\", \"target_acct_nbr\": \"AIQMRYIGMNPXUCNVAWOQ\"}, \"channel\": {\"address_zipcode\": 398793, \"machine_bank_code\": \"Cathay\"}}",HLUGQTAQXTWORYWUUTDY,ATM,UMWMKQWXDIDPVLTJXRIJ,saving_acct,atm
3698187031,withdraw,34,customer_id,"{\"action\": {\"txn_amt\": 1253.6215639305674, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"A_bank\", \"target_acct_nbr\": \"AIQMRYIGMNPXUCNVAWOQ\"}, \"channel\": {\"address_zipcode\": 398793, \"machine_bank_code\": \"Cathay\"}}",HLUGQTAQXTWORYWUUTDY,ATM,UMWMKQWXDIDPVLTJXRIJ,saving_acct,atm
3698191231,transfer,10,customer_id,"{\"action\": {\"txn_amt\": 203.9007224289675, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"WXWAIEFCONOMECFMZNJZ\"}, \"channel\": {\"address_zipcode\": 69433, \"machine_bank_code\": \"A_bank\"}}",KLTPTXDHQRSAYNOROIIK,ATM,NZXFGMSILRJKSIBIJTWS,saving_acct,atm
3698191231,transfer,35,customer_id,"{\"action\": {\"txn_amt\": 203.9007224289675, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"WXWAIEFCONOMECFMZNJZ\"}, \"channel\": {\"address_zipcode\": 69433, \"machine_bank_code\": \"A_bank\"}}",KLTPTXDHQRSAYNOROIIK,ATM,NZXFGMSILRJKSIBIJTWS,saving_acct,atm
3698193572,withdraw,6,customer_id,"{\"action\": {\"txn_amt\": 66.29227152609587, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"ILMKEXKMHBMSIUZXQNBN\"}, \"channel\": {\"address_zipcode\": 656911, \"machine_bank_code\": \"Cathay\"}}",NXJMCIZVVXVFBEYNZINU,ATM,DSLEBSFILZEZYTPOJIAI,saving_acct,atm
3698193572,withdraw,31,customer_id,"{\"action\": {\"txn_amt\": 66.29227152609587, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"ILMKEXKMHBMSIUZXQNBN\"}, \"channel\": {\"address_zipcode\": 656911, \"machine_bank_code\": \"Cathay\"}}",NXJMCIZVVXVFBEYNZINU,ATM,DSLEBSFILZEZYTPOJIAI,saving_acct,atm
3698194325,inquire,17,customer_id,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"VPVLDMJZRSQMUTLGCNHY\"}, \"channel\": {\"address_zipcode\": 14763, \"machine_bank_code\": \"B_bank\"}}",BEKHZKCHFHYQYQEPRWTZ,ATM,AALJRAJSIBAXQBLXGXIR,saving_acct,atm
3698194325,inquire,42,customer_id,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"VPVLDMJZRSQMUTLGCNHY\"}, \"channel\": {\"address_zipcode\": 14763, \"machine_bank_code\": \"B_bank\"}}",BEKHZKCHFHYQYQEPRWTZ,ATM,AALJRAJSIBAXQBLXGXIR,saving_acct,atm
3698195382,transfer,3,customer_id,"{\"action\": {\"txn_amt\": 418.13827479687393, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"B_bank\", \"target_acct_nbr\": \"VDNGTTMMJBGTZKRWYNDQ\"}, \"channel\": {\"address_zipcode\": 745633, \"machine_bank_code\": \"Cathay\"}}",CJOSELVNHLWTPKZLIRRM,ATM,DLBRDQMDSFBSQVUZLSGK,saving_acct,atm
3698195382,transfer,28,customer_id,"{\"action\": {\"txn_amt\": 418.13827479687393, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"B_bank\", \"target_acct_nbr\": \"VDNGTTMMJBGTZKRWYNDQ\"}, \"channel\": {\"address_zipcode\": 745633, \"machine_bank_code\": \"Cathay\"}}",CJOSELVNHLWTPKZLIRRM,ATM,DLBRDQMDSFBSQVUZLSGK,saving_acct,atm
3698199400,transfer,10,customer_id,"{\"action\": {\"txn_amt\": 470.17216484772473, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"FYYWBQEZEKPFMZICDXOY\"}, \"channel\": {\"address_zipcode\": 814507, \"machine_bank_code\": \"Cathay\"}}",NYRWEVTGWLGYTUIMCXDD,ATM,CXWPZVECAMUZBJKXONJO,saving_acct,atm
3698199400,transfer,35,customer_id,"{\"action\": {\"txn_amt\": 470.17216484772473, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"FYYWBQEZEKPFMZICDXOY\"}, \"channel\": {\"address_zipcode\": 814507, \"machine_bank_code\": \"Cathay\"}}",NYRWEVTGWLGYTUIMCXDD,ATM,CXWPZVECAMUZBJKXONJO,saving_acct,atm
3698201222,inquire,21,customer_id,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"C_bank\", \"target_acct_nbr\": \"FGHPMKQABSMFPGLAPAHO\"}, \"channel\": {\"address_zipcode\": 922561, \"machine_bank_code\": \"Cathay\"}}",SSNGATTBGESEYEODXUYS,ATM,SPCMIQSLMIBZCEZQUCBT,saving_acct,atm
3698201222,inquire,46,customer_id,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"C_bank\", \"target_acct_nbr\": \"FGHPMKQABSMFPGLAPAHO\"}, \"channel\": {\"address_zipcode\": 922561, \"machine_bank_code\": \"Cathay\"}}",SSNGATTBGESEYEODXUYS,ATM,SPCMIQSLMIBZCEZQUCBT,saving_acct,atm
3698203238,transfer,18,customer_id,"{\"action\": {\"txn_amt\": 2339.5324067620068, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"C_bank\", \"target_acct_nbr\": \"EFCJSBAEWGSLCXUHZICP\"}, \"channel\": {\"address_zipcode\": 109893, \"machine_bank_code\": \"Cathay\"}}",WBTUNMOVHIHWFCQIXLSQ,ATM,IOXJPEFHORNRVZHFFEVC,saving_acct,atm
3698203238,transfer,43,customer_id,"{\"action\": {\"txn_amt\": 2339.5324067620068, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"C_bank\", \"target_acct_nbr\": \"EFCJSBAEWGSLCXUHZICP\"}, \"channel\": {\"address_zipcode\": 109893, \"machine_bank_code\": \"Cathay\"}}",WBTUNMOVHIHWFCQIXLSQ,ATM,IOXJPEFHORNRVZHFFEVC,saving_acct,atm
3698205314,withdraw,16,customer_id,"{\"action\": {\"txn_amt\": 516.2661192222351, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"HLOJMMKXWTKXBAJELDQC\"}, \"channel\": {\"address_zipcode\": 819931, \"machine_bank_code\": \"B_bank\"}}",FQANIMXKTYFYQLLRLEHZ,ATM,QJKTZUSQVPXBKHIMGORW,saving_acct,atm
3698205314,withdraw,41,customer_id,"{\"action\": {\"txn_amt\": 516.2661192222351, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"HLOJMMKXWTKXBAJELDQC\"}, \"channel\": {\"address_zipcode\": 819931, \"machine_bank_code\": \"B_bank\"}}",FQANIMXKTYFYQLLRLEHZ,ATM,QJKTZUSQVPXBKHIMGORW,saving_acct,atm
3698207672,inquire,9,customer_id,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"WCBEUFVKVHDOHQNBOAHM\"}, \"channel\": {\"address_zipcode\": 41413, \"machine_bank_code\": \"C_bank\"}}",ZGFMJRGWGVXPBYNPXWQA,ATM,GTLOZPYPNQALVJDPLWOS,saving_acct,atm
3698207672,inquire,34,customer_id,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"WCBEUFVKVHDOHQNBOAHM\"}, \"channel\": {\"address_zipcode\": 41413, \"machine_bank_code\": \"C_bank\"}}",ZGFMJRGWGVXPBYNPXWQA,ATM,GTLOZPYPNQALVJDPLWOS,saving_acct,atm
3698216046,transfer,23,customer_id,"{\"action\": {\"txn_amt\": 721.6317351813763, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"GFXDLVPIATJKDFHHCQWI\"}, \"channel\": {\"address_zipcode\": 563251, \"machine_bank_code\": \"Cathay\"}}",OHKIGZQTATKNCIOSCHRS,ATM,PLQDZBOPLKPRZINSKXAC,saving_acct,atm
3698216046,transfer,48,customer_id,"{\"action\": {\"txn_amt\": 721.6317351813763, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"GFXDLVPIATJKDFHHCQWI\"}, \"channel\": {\"address_zipcode\": 563251, \"machine_bank_code\": \"Cathay\"}}",OHKIGZQTATKNCIOSCHRS,ATM,PLQDZBOPLKPRZINSKXAC,saving_acct,atm
