customer_id,8,inquire,3697639701,saving_acct,GOAQMHBFODLBRDTDHTZK,ATM,WEVGDXNJXBYNLMPLLDPG,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"PYHUEVAOYFVSDRRXYEUJ\"}, \"channel\": {\"address_zipcode\": 979111, \"machine_bank_code\": \"Cathay\"}}",3696969600,atm
customer_id,33,inquire,3697639701,saving_acct,GOAQMHBFODLBRDTDHTZK,ATM,WEVGDXNJXBYNLMPLLDPG,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"PYHUEVAOYFVSDRRXYEUJ\"}, \"channel\": {\"address_zipcode\": 979111, \"machine_bank_code\": \"Cathay\"}}",3696969600,atm
customer_id,11,inquire,3697640241,saving_acct,RWYGDMOUSHEWEENQNYGX,ATM,PKYFDCXYIOXXORNSVJPM,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"JWGXXELCNJELCTUBSJUJ\"}, \"channel\": {\"address_zipcode\": 68383, \"machine_bank_code\": \"Cathay\"}}",3696969600,atm
customer_id,36,inquire,3697640241,saving_acct,RWYGDMOUSHEWEENQNYGX,ATM,PKYFDCXYIOXXORNSVJPM,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"JWGXXELCNJELCTUBSJUJ\"}, \"channel\": {\"address_zipcode\": 68383, \"machine_bank_code\": \"Cathay\"}}",3696969600,atm
customer_id,20,withdraw,3697646367,saving_acct,VXPXXIXUPTNMEWRUETIJ,ATM,TWVYUJSFAMWJDGTIPBBF,"{\"action\": {\"txn_amt\": 2851.4179934307676, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"A_bank\", \"target_acct_nbr\": \"ZXFJAAFCOJGZZTNMIHYW\"}, \"channel\": {\"address_zipcode\": 132861, \"machine_bank_code\": \"B_bank\"}}",3696969600,atm
customer_id,45,withdraw,3697646367,saving_acct,VXPXXIXUPTNMEWRUETIJ,ATM,TWVYUJSFAMWJDGTIPBBF,"{\"action\": {\"txn_amt\": 2851.4179934307676, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"A_bank\", \"target_acct_nbr\": \"ZXFJAAFCOJGZZTNMIHYW\"}, \"channel\": {\"address_zipcode\": 132861, \"machine_bank_code\": \"B_bank\"}}",3696969600,atm
customer_id,12,withdraw,3697647355,saving_acct,EXQHQSTDURPHOHWUICWA,ATM,ZCGKFSTMIBKLZWZZNIGV,"{\"action\": {\"txn_amt\": 2792.8280761245737, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"WMXZGXXEKXWIHHKYKJVU\"}, \"channel\": {\"address_zipcode\": 18091, \"machine_bank_code\": \"Cathay\"}}",3696969600,atm
customer_id,37,withdraw,3697647355,saving_acct,EXQHQSTDURPHOHWUICWA,ATM,ZCGKFSTMIBKLZWZZNIGV,"{\"action\": {\"txn_amt\": 2792.8280761245737, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"WMXZGXXEKXWIHHKYKJVU\"}, \"channel\": {\"address_zipcode\": 18091, \"machine_bank_code\": \"Cathay\"}}",3696969600,atm
customer_id,20,inquire,3697648226,saving_acct,QJZJGITJUURVIKYCKUJE,ATM,EACFRYWFEGZGCWAJDICD,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"VTFIHYSVBVVRRQHFSGJI\"}, \"channel\": {\"address_zipcode\": 533631, \"machine_bank_code\": \"C_bank\"}}",3696969600,atm
customer_id,45,inquire,3697648226,saving_acct,QJZJGITJUURVIKYCKUJE,ATM,EACFRYWFEGZGCWAJDICD,"{\"action\": {\"txn_amt\": 0.0, \"txn_fee_amt\": 0.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"VTFIHYSVBVVRRQHFSGJI\"}, \"channel\": {\"address_zipcode\": 533631, \"machine_bank_code\": \"C_bank\"}}",3696969600,atm
