customer_id,13,withdraw,3697499159,saving_acct,SNBWYEADUAMFJNAWBHJY,ATM,JPIAMESNKQZCONFRENZF,"{\"action\": {\"txn_amt\": 2491.2036183031173, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"VMGLJJEINURKJMILIJJK\"}, \"channel\": {\"address_zipcode\": 731881, \"machine_bank_code\": \"Cathay\"}}",atm
customer_id,38,withdraw,3697499159,saving_acct,SNBWYEADUAMFJNAWBHJY,ATM,JPIAMESNKQZCONFRENZF,"{\"action\": {\"txn_amt\": 2491.2036183031173, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"VMGLJJEINURKJMILIJJK\"}, \"channel\": {\"address_zipcode\": 731881, \"machine_bank_code\": \"Cathay\"}}",atm
customer_id,14,transfer,3697505343,saving_acct,FOPRTPERRDCARTWANQSB,ATM,RMFHQNREENZYAIHUNFTE,"{\"action\": {\"txn_amt\": 631.5364041595118, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"JKSCJQOPYODTDWPGTRWR\"}, \"channel\": {\"address_zipcode\": 663411, \"machine_bank_code\": \"A_bank\"}}",atm
customer_id,39,transfer,3697505343,saving_acct,FOPRTPERRDCARTWANQSB,ATM,RMFHQNREENZYAIHUNFTE,"{\"action\": {\"txn_amt\": 631.5364041595118, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"JKSCJQOPYODTDWPGTRWR\"}, \"channel\": {\"address_zipcode\": 663411, \"machine_bank_code\": \"A_bank\"}}",atm
customer_id,9,transfer,3697511329,saving_acct,DMJYGODSVRKJVXVXRKCD,ATM,VYJPGEAHMFRXQMQGQMQV,"{\"action\": {\"txn_amt\": 7.814452466298099, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"B_bank\", \"target_acct_nbr\": \"PMUHVJKYQUSTVJHSCDGI\"}, \"channel\": {\"address_zipcode\": 761257, \"machine_bank_code\": \"Cathay\"}}",atm
customer_id,34,transfer,3697511329,saving_acct,DMJYGODSVRKJVXVXRKCD,ATM,VYJPGEAHMFRXQMQGQMQV,"{\"action\": {\"txn_amt\": 7.814452466298099, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_in\"}, \"object\": {\"target_bank_code\": \"B_bank\", \"target_acct_nbr\": \"PMUHVJKYQUSTVJHSCDGI\"}, \"channel\": {\"address_zipcode\": 761257, \"machine_bank_code\": \"Cathay\"}}",atm
customer_id,10,withdraw,3697511547,saving_acct,VCYZCZVFFXNXKDGVLSLT,ATM,QRXHWBGZHCZXBDUVIVJF,"{\"action\": {\"txn_amt\": 2821.6372264917754, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"YVNEWJVTFQVPJTXBCWST\"}, \"channel\": {\"address_zipcode\": 41007, \"machine_bank_code\": \"Cathay\"}}",atm
customer_id,35,withdraw,3697511547,saving_acct,VCYZCZVFFXNXKDGVLSLT,ATM,QRXHWBGZHCZXBDUVIVJF,"{\"action\": {\"txn_amt\": 2821.6372264917754, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"YVNEWJVTFQVPJTXBCWST\"}, \"channel\": {\"address_zipcode\": 41007, \"machine_bank_code\": \"Cathay\"}}",atm
customer_id,25,withdraw,3697512810,saving_acct,IETUMHXDPGGZNWYOCPQX,ATM,KPFIQOIHKUSXCKPPAAXX,"{\"action\": {\"txn_amt\": 623.2168634047991, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"LUIIODQAMFYDIOAQLVHG\"}, \"channel\": {\"address_zipcode\": 818121, \"machine_bank_code\": \"Cathay\"}}",atm
customer_id,50,withdraw,3697512810,saving_acct,IETUMHXDPGGZNWYOCPQX,ATM,KPFIQOIHKUSXCKPPAAXX,"{\"action\": {\"txn_amt\": 623.2168634047991, \"txn_fee_amt\": 15.0, \"trans_type\": \"trans_out\"}, \"object\": {\"target_bank_code\": \"Cathay\", \"target_acct_nbr\": \"LUIIODQAMFYDIOAQLVHG\"}, \"channel\": {\"address_zipcode\": 818121, \"machine_bank_code\": \"Cathay\"}}",atm
